# traces ,# t > 4.5 t,max
255900,77892,381.5917
256000,77894,381.6954
256100,77904,381.8289
256200,77928,381.9444
256300,77956,382.0313
256400,77969,382.1546
256500,77985,382.2195
256600,78006,382.3395
256700,78020,382.4721
256800,78033,382.4177
256900,78055,382.5493
257000,78065,382.6647
257100,78074,382.759
257200,78072,382.8934
257300,78061,383.0124
